# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Thu Jul 23 16:54:21 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: VISTA <i>ZYJHK</i><sub>s</sub> (Vegamag)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Zmag    Ymag    Jmag    Hmag    Ksmag
0.01471 0.00000 10.00000 1.0366483927 2.4802762412    0.686  3.285  3.4894 -0.101    8  0.526  0.481   170.86    92.81    57.84    46.86    38.13  0  -4.2e-07      0.01 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -3.443 -3.131 -4.420 -5.477 -6.353 -6.745
0.01471 0.00000 10.00000 1.0366483927 2.4802762412    0.685  3.104  3.5174  0.192    8  0.526  0.481   104.45    54.63    34.86    28.03    22.77  0 -2.04e-07      0.00 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -2.989 -3.314 -4.133 -4.928 -5.783 -6.123
0.01471 0.00000 10.00000 1.0366485119 2.4802762641    0.684  2.943  3.5424  0.452    8  0.526  0.481    59.86    34.12    22.24    17.76    14.41  1 -1.05e-07      0.00 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -2.586 -3.224 -3.759 -4.438 -5.265 -5.556
0.01471 0.00000 10.00000 1.0366485119 2.4802762641    0.682  2.968  3.5386  0.410    8  0.526  0.481    65.45    36.78    23.89    19.10    15.50  0 -1.18e-07      0.00 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -2.650 -3.261 -3.824 -4.514 -5.347 -5.646
0.01471 0.00000 10.00000 1.0366486311 2.4802762871    0.680  3.092  3.5194  0.208    8  0.526  0.481   100.82    52.96    33.84    27.20    22.10  0    -2e-07      0.00 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -2.961 -3.330 -4.114 -4.893 -5.746 -6.082
0.01471 0.00000 10.00000 1.0366487503 2.4802763101    0.677  3.246  3.4959 -0.042    8  0.526  0.481   155.06    83.04    52.00    42.08    34.22  0 -3.74e-07      0.01 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -3.344 -3.176 -4.367 -5.357 -6.228 -6.610
0.01471 0.00000 10.00000 1.0366488695 2.4802763330    0.674  3.369  3.4768 -0.244    8  0.527  0.481   190.01    -1.00    -1.00    -1.00    -1.00  0 -6.18e-07      0.01 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -3.653 -3.144 -4.545 -5.728 -6.608 -7.019
0.01471 0.00000 10.00000 1.0366491079 2.4802763790    0.670  3.446  3.4651 -0.370    8  0.527  0.481   188.13    -1.00    -1.00    -1.00    -1.00  0 -8.47e-07      0.02 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -3.845 -3.193 -4.659 -5.955 -6.837 -7.262
0.01471 0.00000 10.00000 1.0366492271 2.4802764020    0.666  3.483  3.4596 -0.431    8  0.527  0.481   186.01    -1.00    -1.00    -1.00    -1.00  0 -9.96e-07      0.03 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -3.937 -3.219 -4.710 -6.060 -6.943 -7.377
0.01471 0.00000 10.00000 1.0366494656 2.4802764479    0.661  3.496  3.4578 -0.454    8  0.527  0.481   183.67    -1.00    -1.00    -1.00    -1.00  0 -1.07e-06      0.03 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -3.970 -3.233 -4.731 -6.096 -6.979 -7.416
0.01471 0.00000 10.00000 1.0366497040 2.4802764938    0.656  3.500  3.4576 -0.463    8  0.527  0.481   181.12    -1.00    -1.00    -1.00    -1.00  0 -1.12e-06      0.04 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 -3.980 -3.238 -4.737 -6.106 -6.989 -7.427
0.01471 0.00000 10.00000 1.0366528034 2.4802770911    0.530 -9.999  4.0000  1.858    9  0.530  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.962e-01 2.892e-01 2.312e-03 1.095e-03 6.405e-03 -1.000 1.453e-02 29.767 29.966 30.030 30.039 30.035 30.052
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Zmag    Ymag    Jmag    Hmag    Ksmag
0.041619 0.50000 9.30103 0.1000000015 1.1711064122    0.100 -3.267  3.3669  5.125    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.9e-17      0.00 6.334e-01 3.247e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 12.938 12.679 11.601 10.726 10.220 9.922
0.041619 0.50000 9.30103 0.1050593853 1.2120310258    0.105 -3.208  3.3734  5.113    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.68e-17      0.00 6.333e-01 3.247e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 12.790 12.532 11.452 10.578 10.072 9.774
0.041619 0.50000 9.30103 0.1086281240 1.2393875535    0.109 -3.168  3.3778  5.105    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.26e-17      0.00 6.333e-01 3.248e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 12.690 12.432 11.352 10.478 9.973 9.675
0.041619 0.50000 9.30103 0.1116514429 1.2616645680    0.112 -3.135  3.3815  5.099    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.78e-17      0.00 6.333e-01 3.248e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 12.608 12.349 11.269 10.396 9.891 9.592
0.041619 0.50000 9.30103 0.1199999973 1.3193154249    0.120 -3.048  3.3910  5.081    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.35e-17      0.00 6.332e-01 3.248e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 12.391 12.133 11.051 10.180 9.676 9.376
0.041619 0.50000 9.30103 0.1400000006 1.4384526719    0.140 -2.884  3.4072  5.049    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-16      0.00 6.332e-01 3.249e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 11.980 11.722 10.638 9.769 9.267 8.965
0.041619 0.50000 9.30103 0.1599999964 1.5372931554    0.160 -2.751  3.4192  5.022    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-16      0.00 6.330e-01 3.250e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 11.649 11.373 10.302 9.443 8.942 8.640
0.041619 0.50000 9.30103 0.1875518858 1.6498543296    0.188 -2.597  3.4338  4.995    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-16      0.00 6.329e-01 3.251e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 11.262 10.868 9.895 9.088 8.586 8.293
0.041619 0.50000 9.30103 0.2000000030 1.6938790862    0.200 -2.534  3.4396  4.984    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.65e-16      0.00 6.328e-01 3.252e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 11.106 10.667 9.732 8.945 8.441 8.152
0.041619 0.50000 9.30103 0.2500000000 1.8403257998    0.250 -2.328  3.4578  4.947    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-16      0.00 6.327e-01 3.254e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 10.590 10.027 9.205 8.472 7.960 7.686
0.041619 0.50000 9.30103 0.2868643403 1.9258332443    0.287 -2.204  3.4675  4.922    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-16      0.00 6.324e-01 3.256e-01 7.544e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 10.280 9.660 8.892 8.184 7.667 7.402
0.041619 0.50000 9.30103 0.3059529364 1.9646840568    0.306 -2.145  3.4721  4.910    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.71e-16      0.00 6.327e-01 3.253e-01 7.544e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 10.134 9.489 8.745 8.048 7.528 7.267
0.041619 0.50000 9.30103 0.3397861719 2.0263524899    0.340 -2.034  3.4798  4.875    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.27e-16      0.00 6.334e-01 3.247e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 9.856 9.174 8.468 7.789 7.262 7.009
0.041619 0.50000 9.30103 0.3499999940 2.0434174644    0.350 -2.003  3.4820  4.865    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.78e-16      0.00 6.335e-01 3.245e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 9.778 9.088 8.391 7.716 7.187 6.937
0.041619 0.50000 9.30103 0.3832065761 2.0947122219    0.383 -1.905  3.4907  4.842    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.57e-16      0.00 6.335e-01 3.245e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 9.534 8.809 8.152 7.495 6.955 6.714
0.041619 0.50000 9.30103 0.4000000060 2.1185024399    0.400 -1.860  3.4948  4.831    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-15      0.00 6.335e-01 3.245e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 9.419 8.680 8.039 7.389 6.844 6.607
0.041619 0.50000 9.30103 0.4297262430 2.1575866494    0.430 -1.772  3.5027  4.806    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-15      0.00 6.336e-01 3.245e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 9.201 8.438 7.826 7.191 6.633 6.403
0.041619 0.50000 9.30103 0.4500000179 2.1822809362    0.450 -1.716  3.5078  4.791    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-15      0.00 6.336e-01 3.244e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 9.061 8.283 7.691 7.064 6.497 6.272
0.041619 0.50000 9.30103 0.4539577663 2.1869331371    0.454 -1.704  3.5090  4.787    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-15      0.00 6.336e-01 3.244e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 9.030 8.250 7.661 7.036 6.467 6.243
0.041619 0.50000 9.30103 0.4661162198 2.2009014925    0.466 -1.667  3.5126  4.776    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-15      0.00 6.336e-01 3.244e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 8.938 8.149 7.574 6.954 6.379 6.157
0.041619 0.50000 9.30103 0.5000000596 2.2374542144    0.500 -1.570  3.5224  4.749    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-15      0.00 6.336e-01 3.244e-01 7.545e-03 2.035e-03 1.846e-02 -1.000 4.196e-02 8.696 7.885 7.343 6.739 6.145 5.929
0.041619 0.50000 9.30103 0.5500000715 2.2836583126    0.550 -1.421  3.5386  4.706    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.85e-15      0.00 6.386e-01 3.200e-01 7.443e-03 2.008e-03 1.821e-02 -1.000 4.142e-02 8.324 7.479 6.987 6.407 5.785 5.577
0.041619 0.50000 9.30103 0.5506581068 2.2842023734    0.550 -1.419  3.5389  4.705    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-15      0.00 6.386e-01 3.200e-01 7.442e-03 2.008e-03 1.821e-02 -1.000 4.141e-02 8.318 7.474 6.982 6.403 5.780 5.572
0.041619 0.50000 9.30103 0.6000000238 2.3211213258    0.600 -1.269  3.5589  4.673    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.02e-15      0.00 6.393e-01 3.194e-01 7.431e-03 2.005e-03 1.819e-02 -1.000 4.127e-02 7.943 7.064 6.634 6.082 5.430 5.235
0.041619 0.50000 9.30103 0.6202832460 2.3343534006    0.620 -1.204  3.5697  4.666    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.64e-15      0.00 6.396e-01 3.191e-01 7.425e-03 2.004e-03 1.817e-02 -1.000 4.127e-02 7.780 6.886 6.491 5.953 5.290 5.103
0.041619 0.50000 9.30103 0.6499999762 2.3520353107    0.650 -1.112  3.5850  4.655    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.66e-15      0.00 6.400e-01 3.188e-01 7.418e-03 2.001e-03 1.815e-02 -1.000 4.126e-02 7.550 6.641 6.287 5.766 5.097 4.924
0.041619 0.50000 9.30103 0.7000000477 2.3779267258    0.700 -0.960  3.6118  4.643    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.85e-15      0.00 6.407e-01 3.181e-01 7.406e-03 1.999e-03 1.812e-02 -1.000 4.119e-02 7.170 6.250 5.950 5.459 4.807 4.661
0.041619 0.50000 9.30103 0.7081921697 2.3817699104    0.708 -0.933  3.6180  4.645    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -8.28e-15      0.00 6.408e-01 3.181e-01 7.388e-03 1.997e-03 1.812e-02 -1.000 4.118e-02 7.103 6.184 5.894 5.409 4.760 4.621
0.041619 0.50000 9.30103 0.7499999404 2.3998888845    0.750 -0.799  3.6484  4.657    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-14      0.00 6.410e-01 3.178e-01 7.301e-03 1.994e-03 1.811e-02 -1.000 4.117e-02 6.767 5.861 5.609 5.163 4.564 4.454
0.041619 0.50000 9.30103 0.7636142969 2.4052989847    0.764 -0.764  3.6532  4.650    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-14      0.00 6.413e-01 3.176e-01 7.296e-03 1.993e-03 1.810e-02 -1.000 4.116e-02 6.680 5.774 5.528 5.090 4.505 4.398
0.041619 0.50000 9.30103 0.7995745540 2.4185755575    0.799 -0.674  3.6657  4.629    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-14      0.00 6.419e-01 3.169e-01 7.283e-03 1.989e-03 1.807e-02 -1.000 4.113e-02 6.455 5.553 5.321 4.904 4.356 4.258
0.041619 0.50000 9.30103 0.8141002655 2.4235575583    0.814 -0.637  3.6710  4.622    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-14      0.00 6.423e-01 3.167e-01 7.277e-03 1.987e-03 1.805e-02 -1.000 4.109e-02 6.363 5.462 5.237 4.829 4.298 4.202
0.041619 0.50000 9.30103 0.8491491079 2.4347755329    0.849 -0.551  3.6834  4.603    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-14      0.00 6.430e-01 3.160e-01 7.264e-03 1.984e-03 1.802e-02 -1.000 4.100e-02 6.147 5.251 5.040 4.653 4.160 4.072
0.041619 0.50000 9.30103 0.8820172548 2.4443693792    0.881 -0.471  3.6949  4.586    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-14      0.00 6.438e-01 3.153e-01 7.248e-03 1.980e-03 1.798e-02 -1.000 4.088e-02 5.947 5.058 4.860 4.491 4.032 3.949
0.041619 0.50000 9.30103 0.8987236619 2.4489376142    0.898 -0.431  3.7005  4.577    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.53e-14      0.00 6.443e-01 3.149e-01 7.241e-03 1.978e-03 1.797e-02 -1.000 4.081e-02 5.848 4.963 4.772 4.412 3.968 3.889
0.041619 0.50000 9.30103 0.9416208267 2.4598183406    0.941 -0.331  3.7143  4.551    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.2e-14      0.00 6.455e-01 3.138e-01 7.219e-03 1.972e-03 1.791e-02 -1.000 4.070e-02 5.597 4.724 4.550 4.211 3.803 3.731
0.041619 0.50000 9.30103 0.9482982755 2.4614105374    0.948 -0.315  3.7164  4.548    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-14      0.00 6.457e-01 3.136e-01 7.215e-03 1.970e-03 1.790e-02 -1.000 4.070e-02 5.558 4.688 4.517 4.180 3.778 3.707
0.041619 0.50000 9.30103 0.9900761843 2.4708141346    0.990 -0.220  3.7286  4.520    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.17e-14      0.00 6.471e-01 3.124e-01 7.187e-03 1.963e-03 1.784e-02 -1.000 4.055e-02 5.321 4.465 4.308 3.989 3.618 3.553
0.041619 0.50000 9.30103 0.9978728294 2.4724690770    0.998 -0.203  3.7308  4.515    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-14      0.00 6.474e-01 3.121e-01 7.181e-03 1.961e-03 1.782e-02 -1.000 4.053e-02 5.277 4.424 4.270 3.955 3.588 3.525
0.041619 0.50000 9.30103 1.0249209404 2.4779866133    1.025 -0.143  3.7381  4.495    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.85e-14      0.00 6.486e-01 3.110e-01 7.159e-03 1.955e-03 1.777e-02 -1.000 4.041e-02 5.127 4.284 4.139 3.833 3.483 3.424
0.041619 0.50000 9.30103 1.0474473238 2.4823325276    1.047 -0.093  3.7439  4.479    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.31e-14      0.00 6.497e-01 3.101e-01 7.139e-03 1.950e-03 1.772e-02 -1.000 4.026e-02 5.003 4.171 4.032 3.735 3.398 3.341
0.041619 0.50000 9.30103 1.0835677385 2.4888692541    1.083 -0.015  3.7524  4.450    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.09e-14      0.00 6.518e-01 3.082e-01 7.100e-03 1.940e-03 1.763e-02 -1.000 4.008e-02 4.809 3.994 3.864 3.578 3.260 3.209
0.041619 0.50000 9.30103 1.0970219374 2.4911779003    1.096  0.013  3.7555  4.439    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.41e-14      0.00 6.526e-01 3.074e-01 7.084e-03 1.935e-03 1.759e-02 -1.000 3.999e-02 4.737 3.930 3.803 3.521 3.210 3.161
0.041619 0.50000 9.30103 1.1405441761 2.4982188837    1.140  0.103  3.7645  4.401    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.49e-14      0.00 6.562e-01 3.042e-01 7.017e-03 1.917e-03 1.742e-02 -1.000 3.963e-02 4.512 3.727 3.608 3.338 3.045 3.001
0.041619 0.50000 9.30103 1.1465964317 2.4991494477    1.146  0.115  3.7657  4.396    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.66e-14      0.00 6.567e-01 3.037e-01 7.007e-03 1.915e-03 1.740e-02 -1.000 3.957e-02 4.481 3.699 3.581 3.313 3.022 2.979
0.041619 0.50000 9.30103 1.1961711645 2.5063659703    1.195  0.214  3.7745  4.352    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.01e-14      0.00 6.611e-01 2.996e-01 6.934e-03 1.895e-03 1.722e-02 -1.000 3.923e-02 4.235 3.477 3.367 3.111 2.838 2.800
0.041619 0.50000 9.30103 1.2457456589 2.5129259500    1.245  0.306  3.7817  4.306    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 6.675e-01 2.939e-01 6.831e-03 1.868e-03 1.698e-02 -1.000 3.867e-02 4.005 3.268 3.163 2.917 2.659 2.624
0.041619 0.50000 9.30103 1.2655979395 2.5153877873    1.265  0.341  3.7843  4.288    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-13      0.00 6.688e-01 2.926e-01 6.814e-03 1.864e-03 1.695e-02 -1.000 3.857e-02 3.917 3.187 3.085 2.842 2.589 2.556
0.041619 0.50000 9.30103 1.2953201532 2.5189118514    1.295  0.393  3.7878  4.260    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-13      0.00 6.708e-01 2.908e-01 6.791e-03 1.858e-03 1.689e-02 -1.000 3.842e-02 3.787 3.069 2.968 2.731 2.485 2.453
0.041619 0.50000 9.30103 1.3140927553 2.5210434390    1.314  0.425  3.7898  4.243    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 6.709e-01 2.906e-01 6.790e-03 1.857e-03 1.689e-02 -1.000 3.845e-02 3.707 2.995 2.896 2.661 2.421 2.389
0.041619 0.50000 9.30103 1.3448947668 2.5243931245    1.345  0.476  3.7926  4.213    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-13      0.00 6.712e-01 2.903e-01 6.791e-03 1.858e-03 1.691e-02 -1.000 3.848e-02 3.579 2.876 2.779 2.548 2.313 2.283
0.041619 0.50000 9.30103 1.3944692612 2.5294286239    1.394  0.557  3.7969  4.165    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-13      0.00 6.715e-01 2.901e-01 6.786e-03 1.856e-03 1.689e-02 -1.000 3.837e-02 3.377 2.688 2.594 2.369 2.143 2.114
0.041619 0.50000 9.30103 1.3971949816 2.5296935930    1.397  0.562  3.7971  4.162    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-13      0.00 6.715e-01 2.901e-01 6.786e-03 1.856e-03 1.688e-02 -1.000 3.837e-02 3.366 2.678 2.584 2.359 2.133 2.105
0.041619 0.50000 9.30103 1.4409283400 2.5337878030    1.441  0.631  3.7996  4.116    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-13      0.00 6.715e-01 2.901e-01 6.787e-03 1.856e-03 1.689e-02 -1.000 3.839e-02 3.192 2.512 2.419 2.198 1.978 1.950
0.041619 0.50000 9.30103 1.4440439939 2.5340686196    1.444  0.636  3.7997  4.113    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-13      0.00 6.715e-01 2.902e-01 6.787e-03 1.856e-03 1.688e-02 -1.000 3.838e-02 3.180 2.501 2.408 2.187 1.967 1.939
0.041619 0.50000 9.30103 1.4563802481 2.5351669436    1.456  0.655  3.7999  4.098    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-13      0.00 6.712e-01 2.904e-01 6.794e-03 1.858e-03 1.691e-02 -1.000 3.841e-02 3.133 2.455 2.362 2.142 1.922 1.894
0.041619 0.50000 9.30103 1.4817738533 2.5373617318    1.482  0.692  3.7999  4.068    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-13      0.00 6.705e-01 2.909e-01 6.808e-03 1.859e-03 1.695e-02 -1.000 3.854e-02 3.039 2.361 2.268 2.048 1.828 1.801
0.041619 0.50000 9.30103 1.4936183691 2.5383561591    1.493  0.710  3.7998  4.054    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-13      0.00 6.702e-01 2.912e-01 6.816e-03 1.861e-03 1.697e-02 -1.000 3.860e-02 2.996 2.317 2.224 2.003 1.784 1.756
0.041619 0.50000 9.30103 1.5057706833 2.5393577521    1.505  0.727  3.7997  4.039    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-13      0.00 6.698e-01 2.915e-01 6.819e-03 1.862e-03 1.698e-02 -1.000 3.862e-02 2.952 2.272 2.179 1.959 1.739 1.711
0.041619 0.50000 9.30103 1.5274325609 2.5410977525    1.527  0.759  3.7993  4.012    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-13      0.00 6.693e-01 2.921e-01 6.826e-03 1.866e-03 1.699e-02 -1.000 3.863e-02 2.873 2.193 2.099 1.878 1.658 1.630
0.041619 0.50000 9.30103 1.5431929827 2.5423284725    1.543  0.781  3.7987  3.992    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-13      0.00 6.688e-01 2.925e-01 6.832e-03 1.868e-03 1.700e-02 -1.000 3.870e-02 2.817 2.134 2.040 1.819 1.598 1.569
0.041619 0.50000 9.30103 1.5523568392 2.5430308732    1.552  0.794  3.7983  3.980    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-13      0.00 6.687e-01 2.926e-01 6.834e-03 1.868e-03 1.700e-02 -1.000 3.870e-02 2.784 2.100 2.006 1.784 1.562 1.533
0.041619 0.50000 9.30103 1.5754746199 2.5447611484    1.575  0.827  3.7966  3.947    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-13      0.00 6.683e-01 2.931e-01 6.841e-03 1.869e-03 1.701e-02 -1.000 3.867e-02 2.704 2.014 1.918 1.694 1.470 1.440
0.041619 0.50000 9.30103 1.5927675962 2.5460177644    1.592  0.850  3.7951  3.922    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-13      0.00 6.679e-01 2.934e-01 6.847e-03 1.870e-03 1.702e-02 -1.000 3.869e-02 2.644 1.950 1.853 1.627 1.399 1.369
0.041619 0.50000 9.30103 1.5978881121 2.5463838561    1.597  0.857  3.7946  3.915    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-13      0.00 6.678e-01 2.935e-01 6.848e-03 1.871e-03 1.702e-02 -1.000 3.870e-02 2.627 1.931 1.834 1.607 1.379 1.348
0.041619 0.50000 9.30103 1.6198852062 2.5479263100    1.619  0.886  3.7923  3.882    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.15e-14      0.00 6.675e-01 2.938e-01 6.854e-03 1.873e-03 1.704e-02 -1.000 3.874e-02 2.554 1.850 1.751 1.521 1.289 1.257
0.041619 0.50000 9.30103 1.6395924091 2.5492678493    1.639  0.912  3.7896  3.851    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.71e-14      0.00 6.671e-01 2.941e-01 6.860e-03 1.875e-03 1.706e-02 -1.000 3.884e-02 2.490 1.778 1.677 1.443 1.206 1.173
0.041619 0.50000 9.30103 1.6423420906 2.5494520888    1.642  0.915  3.7891  3.846    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.53e-14      0.00 6.670e-01 2.941e-01 6.861e-03 1.875e-03 1.706e-02 -1.000 3.885e-02 2.482 1.768 1.667 1.433 1.194 1.161
